comment_category,word,tf_idf
Comments - Chemotherapy Treatment,blackswan,8.508880998911591e-4
Comments - Chemotherapy Treatment,bolanos,8.508880998911591e-4
Comments - Chemotherapy Treatment,chaulagain,8.508880998911591e-4
Comments - Chemotherapy Treatment,curative,8.508880998911591e-4
Comments - Chemotherapy Treatment,daughter,8.508880998911591e-4
Comments - Chemotherapy Treatment,downtown,8.508880998911591e-4
Comments - Chemotherapy Treatment,enroll,8.508880998911591e-4
Comments - Chemotherapy Treatment,fasprobortezomib,8.508880998911591e-4
Comments - Chemotherapy Treatment,grigori,8.508880998911591e-4
Comments - Chemotherapy Treatment,koutrelakos,8.508880998911591e-4
Comments - Chemotherapy Treatment,methotrexate,8.508880998911591e-4
Comments - Chemotherapy Treatment,middle,8.508880998911591e-4
Comments - Chemotherapy Treatment,mozobil,8.508880998911591e-4
Comments - Chemotherapy Treatment,onclogy,8.508880998911591e-4
Comments - Chemotherapy Treatment,plateau,8.508880998911591e-4
Comments - Chemotherapy Treatment,primarily,8.508880998911591e-4
Comments - Chemotherapy Treatment,pursue,8.508880998911591e-4
Comments - Chemotherapy Treatment,recommeded,8.508880998911591e-4
Comments - Chemotherapy Treatment,revilmid,8.508880998911591e-4
Comments - Chemotherapy Treatment,sausville,8.508880998911591e-4
Comments - Chemotherapy Treatment,tabbara,8.508880998911591e-4
Comments - Chemotherapy Treatment,therapeutic,8.508880998911591e-4
Comments - Chemotherapy Treatment,tolerance,8.508880998911591e-4
Comments - Chemotherapy Treatment,aarthi,7.738941992180365e-4
Comments - Chemotherapy Treatment,bridge,7.738941992180365e-4
Comments - Chemotherapy Treatment,demonaco,7.738941992180365e-4
Comments - Chemotherapy Treatment,gurdeep,7.738941992180365e-4
Comments - Chemotherapy Treatment,ledakis,7.738941992180365e-4
Comments - Chemotherapy Treatment,maureen,7.738941992180365e-4
Comments - Chemotherapy Treatment,panayotis,7.738941992180365e-4
Comments - Chemotherapy Treatment,resume,7.738941992180365e-4
Comments - Chemotherapy Treatment,riseberg,7.738941992180365e-4
Comments - Chemotherapy Treatment,shenoy,7.738941992180365e-4
Comments - Chemotherapy Treatment,thambi,7.738941992180365e-4
Comments - Chemotherapy Treatment,anderson,6.796612805887248e-4
Comments - Chemotherapy Treatment,angela,6.796612805887248e-4
Comments - Chemotherapy Treatment,antietam,6.796612805887248e-4
Comments - Chemotherapy Treatment,bahraln,6.796612805887248e-4
Comments - Chemotherapy Treatment,bannen,6.796612805887248e-4
Comments - Chemotherapy Treatment,bijjula,6.796612805887248e-4
Comments - Chemotherapy Treatment,boston,6.796612805887248e-4
Comments - Chemotherapy Treatment,camila,6.796612805887248e-4
Comments - Chemotherapy Treatment,chaudhry,6.796612805887248e-4
Comments - Chemotherapy Treatment,chesapeak,6.796612805887248e-4
Comments - Chemotherapy Treatment,coverage,6.796612805887248e-4
Comments - Chemotherapy Treatment,darafaspro,6.796612805887248e-4
Comments - Chemotherapy Treatment,deridder,6.796612805887248e-4
Comments - Chemotherapy Treatment,deshields,6.796612805887248e-4
Comments - Chemotherapy Treatment,dexamethazone,6.796612805887248e-4
Comments - Chemotherapy Treatment,dongmei,6.796612805887248e-4
Comments - Chemotherapy Treatment,dongwei,6.796612805887248e-4
Comments - Chemotherapy Treatment,effect,6.796612805887248e-4
Comments - Chemotherapy Treatment,elayass,6.796612805887248e-4
Comments - Chemotherapy Treatment,elhamy,6.796612805887248e-4
Comments - Chemotherapy Treatment,farrell,6.796612805887248e-4
Comments - Chemotherapy Treatment,federick,6.796612805887248e-4
Comments - Chemotherapy Treatment,goldstein,6.796612805887248e-4
Comments - Chemotherapy Treatment,gorbaty,6.796612805887248e-4
Comments - Chemotherapy Treatment,grewal,6.796612805887248e-4
Comments - Chemotherapy Treatment,haegerstwon,6.796612805887248e-4
Comments - Chemotherapy Treatment,intent,6.796612805887248e-4
Comments - Chemotherapy Treatment,juneja,6.796612805887248e-4
Comments - Chemotherapy Treatment,kavita,6.796612805887248e-4
Comments - Chemotherapy Treatment,kawsar,6.796612805887248e-4
Comments - Chemotherapy Treatment,kerwin,6.796612805887248e-4
Comments - Chemotherapy Treatment,kucinski,6.796612805887248e-4
Comments - Chemotherapy Treatment,malkovska,6.796612805887248e-4
Comments - Chemotherapy Treatment,mohammad,6.796612805887248e-4
Comments - Chemotherapy Treatment,mohebtash,6.796612805887248e-4
Comments - Chemotherapy Treatment,mouhamad,6.796612805887248e-4
Comments - Chemotherapy Treatment,nephrologist,6.796612805887248e-4
Comments - Chemotherapy Treatment,oconnor,6.796612805887248e-4
Comments - Chemotherapy Treatment,oncolocy,6.796612805887248e-4
Comments - Chemotherapy Treatment,pomalyst,6.796612805887248e-4
Comments - Chemotherapy Treatment,practitioner,6.796612805887248e-4
Comments - Chemotherapy Treatment,quickly,6.796612805887248e-4
Comments - Chemotherapy Treatment,ravneet,6.796612805887248e-4
Comments - Chemotherapy Treatment,request,6.796612805887248e-4
Comments - Chemotherapy Treatment,rvdlite,6.796612805887248e-4
Comments - Chemotherapy Treatment,sahebi,6.796612805887248e-4
Comments - Chemotherapy Treatment,shahid,6.796612805887248e-4
Comments - Chemotherapy Treatment,siddique,6.796612805887248e-4
Comments - Chemotherapy Treatment,stagnant,6.796612805887248e-4
Comments - Chemotherapy Treatment,subcut,6.796612805887248e-4
Comments - Chemotherapy Treatment,subcutaneous,6.796612805887248e-4
Comments - Chemotherapy Treatment,suresh,6.796612805887248e-4
Comments - Chemotherapy Treatment,tillinghast,6.796612805887248e-4
Comments - Chemotherapy Treatment,unavailable,6.796612805887248e-4
Comments - Chemotherapy Treatment,valeriy,6.796612805887248e-4
Comments - Chemotherapy Treatment,victor,6.796612805887248e-4
Comments - Chemotherapy Treatment,vinita,6.796612805887248e-4
Comments - Chemotherapy Treatment,wilfred,6.796612805887248e-4
Comments - Chemotherapy Treatment,modify,6.548879398307421e-4
Comments - Chemotherapy Treatment,sastry,6.548879398307421e-4
Comments - Chemotherapy Treatment,andrew,6.471608409197518e-4
Comments - Chemotherapy Treatment,catlett,6.471608409197518e-4
Comments - Chemotherapy Treatment,goldrich,6.471608409197518e-4
Comments - Chemotherapy Treatment,inhouse,6.471608409197518e-4
Comments - Chemotherapy Treatment,cortef,6.43699368282852e-4
Comments - Chemotherapy Treatment,cumberbatch,6.43699368282852e-4
Comments - Chemotherapy Treatment,krishnan,6.43699368282852e-4
Comments - Chemotherapy Treatment,mccusker,6.43699368282852e-4
Comments - Chemotherapy Treatment,mendoza,6.43699368282852e-4
Comments - Chemotherapy Treatment,michael,6.43699368282852e-4
Comments - Chemotherapy Treatment,nicholas,6.43699368282852e-4
Comments - Chemotherapy Treatment,refuse,6.43699368282852e-4
Comments - Chemotherapy Treatment,ackerman,5.581739189114525e-4
Comments - Chemotherapy Treatment,calverthealth,5.581739189114525e-4
Comments - Chemotherapy Treatment,deterioration,5.581739189114525e-4
Comments - Chemotherapy Treatment,dysfunction,5.581739189114525e-4
Comments - Chemotherapy Treatment,firozvi,5.581739189114525e-4
Comments - Chemotherapy Treatment,gaffar,5.581739189114525e-4
Comments - Chemotherapy Treatment,george,5.581739189114525e-4
Comments - Chemotherapy Treatment,germantown,5.581739189114525e-4
Comments - Chemotherapy Treatment,hospitalization,5.581739189114525e-4
Comments - Chemotherapy Treatment,indication,5.581739189114525e-4
Comments - Chemotherapy Treatment,judson,5.581739189114525e-4
Comments - Chemotherapy Treatment,khawaja,5.581739189114525e-4
Comments - Chemotherapy Treatment,kimmel,5.581739189114525e-4
Comments - Chemotherapy Treatment,kressel,5.581739189114525e-4
Comments - Chemotherapy Treatment,marina,5.581739189114525e-4
Comments - Chemotherapy Treatment,murali,5.581739189114525e-4
Comments - Chemotherapy Treatment,nanticoke,5.581739189114525e-4
Comments - Chemotherapy Treatment,nouman,5.581739189114525e-4
Comments - Chemotherapy Treatment,period,5.581739189114525e-4
Comments - Chemotherapy Treatment,persistent,5.581739189114525e-4
Comments - Chemotherapy Treatment,pneumonia,5.581739189114525e-4
Comments - Chemotherapy Treatment,priego,5.581739189114525e-4
Comments - Chemotherapy Treatment,protocol,5.581739189114525e-4
Comments - Chemotherapy Treatment,quadruplet,5.581739189114525e-4
Comments - Chemotherapy Treatment,reluctant,5.581739189114525e-4
Comments - Chemotherapy Treatment,roswell,5.581739189114525e-4
Comments - Chemotherapy Treatment,rusell,5.581739189114525e-4
Comments - Chemotherapy Treatment,subsequently,5.581739189114525e-4
Comments - Chemotherapy Treatment,tidalhealth,5.581739189114525e-4
Comments - Chemotherapy Treatment,wallmark,5.581739189114525e-4
Comments - Chemotherapy Treatment,zhouyan,5.581739189114525e-4
Comments - Chemotherapy Treatment,aberdeen,5.309194758634917e-4
Comments - Chemotherapy Treatment,benjamin,5.309194758634917e-4
Comments - Chemotherapy Treatment,edward,5.309194758634917e-4
Comments - Chemotherapy Treatment,flavio,5.309194758634917e-4
Comments - Chemotherapy Treatment,inpatient,5.309194758634917e-4
Comments - Chemotherapy Treatment,institute,5.309194758634917e-4
Comments - Chemotherapy Treatment,jindal,5.309194758634917e-4
Comments - Chemotherapy Treatment,kahlert,5.309194758634917e-4
Comments - Chemotherapy Treatment,nimmagadda,5.309194758634917e-4
Comments - Chemotherapy Treatment,proceed,5.309194758634917e-4
Comments - Chemotherapy Treatment,suzuki,5.309194758634917e-4
Comments - Chemotherapy Treatment,trehan,5.239103518645937e-4
Comments - Chemotherapy Treatment,eskander,5.136804579073029e-4
Comments - Chemotherapy Treatment,patrick,5.136804579073029e-4
Comments - Chemotherapy Treatment,annapolis,4.63941000282141e-4
Comments - Chemotherapy Treatment,asymptomatic,4.63941000282141e-4
Comments - Chemotherapy Treatment,bloodwork,4.63941000282141e-4
Comments - Chemotherapy Treatment,collect,4.63941000282141e-4
Comments - Chemotherapy Treatment,haggerty,4.63941000282141e-4
Comments - Chemotherapy Treatment,hillengas,4.63941000282141e-4
Comments - Chemotherapy Treatment,january,4.63941000282141e-4
Comments - Chemotherapy Treatment,jordan,4.63941000282141e-4
Comments - Chemotherapy Treatment,kotiah,4.63941000282141e-4
Comments - Chemotherapy Treatment,potomac,4.63941000282141e-4
Comments - Chemotherapy Treatment,taksey,4.63941000282141e-4
Comments - Chemotherapy Treatment,victoria,4.63941000282141e-4
Comments - Chemotherapy Treatment,vishal,4.63941000282141e-4
Comments - Chemotherapy Treatment,zometa,4.63941000282141e-4
Comments - Chemotherapy Treatment,bahrani,4.3144056061316787e-4
Comments - Chemotherapy Treatment,donegan,4.3144056061316787e-4
Comments - Chemotherapy Treatment,hopkins,4.3144056061316787e-4
Comments - Chemotherapy Treatment,lillian,4.3144056061316787e-4
Comments - Chemotherapy Treatment,robert,4.3144056061316787e-4
Comments - Chemotherapy Treatment,william,4.3144056061316787e-4
Comments - Chemotherapy Treatment,auerbach,3.929327638984453e-4
Comments - Chemotherapy Treatment,joseph,3.929327638984453e-4
Comments - Chemotherapy Treatment,muhammad,3.929327638984453e-4
Comments - Chemotherapy Treatment,succinate,3.929327638984453e-4
Comments - Chemotherapy Treatment,alexandria,3.8694709960901825e-4
Comments - Chemotherapy Treatment,ascent,3.8694709960901825e-4
Comments - Chemotherapy Treatment,comorbidity,3.8694709960901825e-4
Comments - Chemotherapy Treatment,direct,3.8694709960901825e-4
Comments - Chemotherapy Treatment,monitor,3.8694709960901825e-4
Comments - Chemotherapy Treatment,russell,3.8694709960901825e-4
Comments - Chemotherapy Treatment,slight,3.8694709960901825e-4
Comments - Chemotherapy Treatment,virginia,3.8694709960901825e-4
Comments - Chemotherapy Treatment,warren,3.8694709960901825e-4
Comments - Chemotherapy Treatment,kaufman,3.7693167451724626e-4
Comments - Chemotherapy Treatment,mansky,3.7693167451724626e-4
Comments - Chemotherapy Treatment,narang,3.7693167451724626e-4
Comments - Chemotherapy Treatment,weekly,3.7693167451724626e-4
Comments - Chemotherapy Treatment,discontinue,3.625865970625167e-4
Comments - Chemotherapy Treatment,switch,3.625865970625167e-4
Comments - Chemotherapy Treatment,andriollo,3.424536386048686e-4
Comments - Chemotherapy Treatment,pomalidomide,3.424536386048686e-4
Comments - Chemotherapy Treatment,shenandoah,3.424536386048686e-4
Comments - Chemotherapy Treatment,tiwari,3.424536386048686e-4
Comments - Chemotherapy Treatment,tiwarri,3.424536386048686e-4
Comments - Chemotherapy Treatment,control,3.21849684141426e-4
Comments - Chemotherapy Treatment,denosumab,3.21849684141426e-4
Comments - Chemotherapy Treatment,benyounes,3.0215549755209726e-4
Comments - Chemotherapy Treatment,kashif,2.8269875588793467e-4
Comments - Chemotherapy Treatment,sodium,2.8269875588793467e-4
Comments - Chemotherapy Treatment,abuelgasim,0.00026545973793174583
Comments - Chemotherapy Treatment,candidate,0.00026545973793174583
Comments - Chemotherapy Treatment,cleveland,0.00026545973793174583
Comments - Chemotherapy Treatment,darzalex,0.00026545973793174583
Comments - Chemotherapy Treatment,harvinder,0.00026545973793174583
Comments - Chemotherapy Treatment,infection,0.00026545973793174583
Comments - Chemotherapy Treatment,khadega,0.00026545973793174583
Comments - Chemotherapy Treatment,require,0.00026545973793174583
Comments - Chemotherapy Treatment,sibley,2.6195517593229686e-4
Comments - Chemotherapy Treatment,hydrocortisone,2.417243980416778e-4
Comments - Chemotherapy Treatment,return,2.417243980416778e-4
Comments - Chemotherapy Treatment,abdominal,2.1572028030658394e-4
Comments - Chemotherapy Treatment,arundel,2.1572028030658394e-4
Comments - Chemotherapy Treatment,decide,2.1572028030658394e-4
Comments - Chemotherapy Treatment,decline,2.1572028030658394e-4
Comments - Chemotherapy Treatment,establish,2.1572028030658394e-4
Comments - Chemotherapy Treatment,howard,2.1572028030658394e-4
Comments - Chemotherapy Treatment,record,2.1572028030658394e-4
Comments - Chemotherapy Treatment,specific,2.1572028030658394e-4
Comments - Chemotherapy Treatment,faspro,1.8846583725862313e-4
Comments - Chemotherapy Treatment,towson,1.8846583725862313e-4
Comments - Chemotherapy Treatment,huzefa,1.8129329853125835e-4
Comments - Chemotherapy Treatment,montgomery,1.8129329853125835e-4
Comments - Chemotherapy Treatment,appear,1.712268193024343e-4
Comments - Chemotherapy Treatment,collection,1.712268193024343e-4
Comments - Chemotherapy Treatment,disorder,1.712268193024343e-4
Comments - Chemotherapy Treatment,obtain,1.712268193024343e-4
Comments - Chemotherapy Treatment,transition,1.712268193024343e-4
Comments - Chemotherapy Treatment,university,1.712268193024343e-4
Comments - Chemotherapy Treatment,august,1.208621990208389e-4
Comments - Chemotherapy Treatment,consolidation,1.208621990208389e-4
Comments - Chemotherapy Treatment,schraeder,9.423291862931156e-5
Comments - Chemotherapy Treatment,kruter,8.740650948515805e-5
Comments - Chemotherapy Treatment,diagnostic,6.043109951041945e-5
Comments - Chemotherapy Treatment,approx,5.8271006323438706e-5
Comments - Chemotherapy Treatment,peninsula,5.8271006323438706e-5
Comments - Chemotherapy Treatment,admission,2.9135503161719353e-5
Comments - Chemotherapy Treatment,function,2.9135503161719353e-5
Comments - Chemotherapy Treatment,harbor,2.9135503161719353e-5
Comments - Chemotherapy Treatment,community,0
Comments - Chemotherapy Treatment,component,0
Comments - Chemotherapy Treatment,define,0
Comments - Chemotherapy Treatment,expire,-5.285605699071202e-5
Comments - Chemotherapy Treatment,northwest,-5.285605699071202e-5
Comments - Chemotherapy Treatment,chemotherapy,-5.450888609592161e-5
Comments - Chemotherapy Treatment,develop,-5.450888609592161e-5
Comments - Chemotherapy Treatment,initiate,-5.450888609592161e-5
Comments - Chemotherapy Treatment,progression,-5.450888609592161e-5
Comments - Chemotherapy Treatment,failure,-9.982634208793514e-5
Comments - Chemotherapy Treatment,progressive,-9.982634208793514e-5
Comments - Chemotherapy Treatment,transfer,-9.982634208793514e-5
Comments - Chemotherapy Treatment,service,-1.0571211398142404e-4
Comments - Chemotherapy Treatment,chhabra,-1.0901777219184321e-4
Comments - Chemotherapy Treatment,workup,-1.2148736167727234e-4
Comments - Chemotherapy Treatment,djordje,-1.36272215239804e-4
Comments - Chemotherapy Treatment,markan,-1.5856817097213604e-4
Comments - Chemotherapy Treatment,subseq,-1.5856817097213604e-4
Comments - Chemotherapy Treatment,induction,-1.805084522073225e-4
Comments - Chemotherapy Treatment,initially,-1.984812623503951e-4
Comments - Chemotherapy Treatment,kidney,-1.996526841758703e-4
Comments - Chemotherapy Treatment,kamugisha,-2.1142422796284808e-4
Comments - Chemotherapy Treatment,restage,-2.3098170201936815e-4
Comments - Chemotherapy Treatment,bahrain,-2.642802849535601e-4
Comments - Chemotherapy Treatment,partial,-2.783976473328817e-4
Comments - Chemotherapy Treatment,samaritan,-2.841826322814298e-4
Comments - Chemotherapy Treatment,severe,-3.065612345367129e-4
Comments - Chemotherapy Treatment,espinoza,-3.079756026924909e-4
Comments - Chemotherapy Treatment,physician,-3.079756026924909e-4
Comments - Chemotherapy Treatment,change,-3.171363419442721e-4
Comments - Chemotherapy Treatment,current,-3.1996862402766744e-4
Comments - Chemotherapy Treatment,process,-3.1996862402766744e-4
Comments - Chemotherapy Treatment,memorial,-3.234731860271164e-4
Comments - Chemotherapy Treatment,consult,-3.3296341231599247e-4
Comments - Chemotherapy Treatment,consultation,-3.969625247007902e-4
Comments - Chemotherapy Treatment,malignancy,-4.14201542656979e-4
Comments - Chemotherapy Treatment,platelet,-4.7322263318702915e-4
Comments - Chemotherapy Treatment,baltimore,-4.8520977904067464e-4
Comments - Chemotherapy Treatment,undergo,-4.8520977904067464e-4
Comments - Chemotherapy Treatment,deluca,-4.991317104396757e-4
Comments - Chemotherapy Treatment,option,-4.991317104396757e-4
Comments - Chemotherapy Treatment,include,-5.084344612862906e-4
Comments - Chemotherapy Treatment,remission,-5.16797057272853e-4
Comments - Chemotherapy Treatment,report,-5.249972624489939e-4
Comments - Chemotherapy Treatment,insurance,-5.330412637035101e-4
Comments - Chemotherapy Treatment,stoler,-5.38957304711859e-4
Comments - Chemotherapy Treatment,response,-5.415253566219675e-4
Comments - Chemotherapy Treatment,observation,-5.954437870511853e-4
Comments - Chemotherapy Treatment,initial,-6.399372480553349e-4
Comments - Chemotherapy Treatment,regional,-6.469463720542328e-4
Comments - Chemotherapy Treatment,western,-6.469463720542328e-4
Comments - Chemotherapy Treatment,continue,-7.850810461352836e-4
Comments - Chemotherapy Treatment,autologous,-8.375412504759011e-4
Comments - Chemotherapy Treatment,clinic,-8.781425429391199e-4
Comments - Chemotherapy Treatment,additional,-8.894847251616152e-4
Comments - Chemotherapy Treatment,involve,-9.086833628629484e-4
Comments - Chemotherapy Treatment,clinical,-9.089015479865298e-4
Comments - Chemotherapy Treatment,significant,-9.823908866602035e-4
Comments - Chemotherapy Treatment,palliative,-0.0010818698019105272
Comments - Chemotherapy Treatment,mahmood,-0.001083050713243935
Comments - Chemotherapy Treatment,smolder,-0.0011985508310328392
Comments - Chemotherapy Treatment,discuss,-0.001241103599877785
Comments - Chemotherapy Treatment,infusion,-0.0013178933890899364
Comments - Chemotherapy Treatment,family,-0.0015038734532347381
Comments - Chemotherapy Treatment,carroll,-0.0017278511898520933
Comments - Chemotherapy Treatment,meritus,-0.0017562850858782399
Comments - Chemotherapy Treatment,evidence,-0.0018619971998596638
Comments - Chemotherapy Treatment,mobilization,-0.001989278425970009
Comments - Chemotherapy Treatment,disease,-0.0020149493240747907
Comments - Chemotherapy Treatment,transplant,-0.0020404677181596696
Comments - Chemotherapy Treatment,complete,-0.0021637396038210544
Comments - Chemotherapy Treatment,regimen,-0.0022271811786630535
Comments - Chemotherapy Treatment,receive,-0.0022844473132503534
Comments - Chemotherapy Treatment,active,-0.0024531343302861015
Comments - Chemotherapy Treatment,estimate,-0.0025046811751310923
Comments - Chemotherapy Treatment,chesapeake,-0.0025477749973026125
Comments - Chemotherapy Treatment,serpick,-0.003050228755209508
Comments - Chemotherapy Treatment,surveillance,-0.0030506067677177435
Comments - Chemotherapy Treatment,frederick,-0.0031007823436371177
Comments - Chemotherapy Treatment,atanackovic,-0.003219855990776773
Comments - Chemotherapy Treatment,therapy,-0.003469984567914298
Comments - Chemotherapy Treatment,square,-0.0035590412290040343
Comments - Chemotherapy Treatment,bhandari,-0.004035099007717214
Comments - Chemotherapy Treatment,franklin,-0.004327479207642109
Comments - Chemotherapy Treatment,associate,-0.005205448965057321
Comments - Chemotherapy Treatment,multiple,-0.006156383775704994
Comments - Chemotherapy Treatment,treatment,-0.006167292336426136
Comments - Chemotherapy Treatment,patient,-0.0062359009814132805
Comments - Chemotherapy Treatment,cancer,-0.006314433641166936
Comments - Chemotherapy Treatment,office,-0.007173433471968088
Comments - Chemotherapy Treatment,health,-0.007926170935677204
Comments - Chemotherapy Treatment,washington,-0.007964876465095864
Comments - Chemotherapy Treatment,maintenance,-0.008322680063191853
Comments - Chemotherapy Treatment,chemotx,-0.010128397556066222
Comments - Chemotherapy Treatment,medstar,-0.010723115398334301
Comments - Chemotherapy Treatment,medical,-0.011855276706754155
Comments - Chemotherapy Treatment,hospital,-0.014176745700666044
Comments - Chemotherapy Treatment,myeloma,-0.017623991142484485
Comments - Chemotherapy Treatment,lenalidomide,-0.01792155920972753
Comments - Chemotherapy Treatment,rapoport,-0.022423195707645668
Comments - Chemotherapy Treatment,daratumumab,-0.024518451438874843
Comments - Chemotherapy Treatment,center,-0.02476234752165884
Comments - Chemotherapy Treatment,maryland,-0.025351115607638263
Comments - Chemotherapy Treatment,revlimid,-0.027276720695007632
Comments - Chemotherapy Treatment,mehmet,-0.0280402024793099
Comments - Chemotherapy Treatment,condition,-0.03133008367881426
Comments - Chemotherapy Treatment,carfilzomib,-0.03378353539425934
Comments - Chemotherapy Treatment,hematology,-0.03501999967506024
Comments - Chemotherapy Treatment,cyclophosphamide,-0.03873443871638818
Comments - Chemotherapy Treatment,systemic,-0.04026250629663783
Comments - Chemotherapy Treatment,oncology,-0.0428306872114801
Comments - Chemotherapy Treatment,ashraf,-0.04871195862422437
Comments - Chemotherapy Treatment,recommend,-0.04994988840185103
Comments - Chemotherapy Treatment,cybord,-0.05420278015645383
Comments - Chemotherapy Treatment,kocoglu,-0.06380686489508167
Comments - Chemotherapy Treatment,dexamethasone,-0.08138210871251059
Comments - Chemotherapy Treatment,bortezomib,-0.09334839799581589
Comments - Chemotherapy Treatment,cytoxan,-0.10469666226739627
Comments - Chemotherapy Treatment,badros,-0.1303174155223416
Comments - Chemotherapy Treatment,velcade,-0.2028027008420211
Comments - Chemotherapy Treatment,melphalan,-0.34521942248935333
Comments - Follow-Up,message,0.007815738216619217
Comments - Follow-Up,encounter,0.007201866929097058
Comments - Follow-Up,atarax,0.007157737195532024
Comments - Follow-Up,benadryl,0.007157737195532024
Comments - Follow-Up,evusheld,0.007157737195532024
Comments - Follow-Up,funeral,0.007157737195532024
Comments - Follow-Up,interim,0.007157737195532024
Comments - Follow-Up,prophylaxis,0.007157737195532024
Comments - Follow-Up,statistic,0.007157737195532024
Comments - Follow-Up,triamcinolone,0.007157737195532024
Comments - Follow-Up,complication,0.0057173638097126125
Comments - Follow-Up,injection,0.0048825438643383045
Comments - Follow-Up,accompany,0.004810035881176217
Comments - Follow-Up,ambulatory,0.004810035881176217
Comments - Follow-Up,arrive,0.004810035881176217
Comments - Follow-Up,ascension,0.004810035881176217
Comments - Follow-Up,buttock,0.004810035881176217
Comments - Follow-Up,cardio,0.004810035881176217
Comments - Follow-Up,cardiology,0.004810035881176217
Comments - Follow-Up,cetirizine,0.004810035881176217
Comments - Follow-Up,colonoscopy,0.004810035881176217
Comments - Follow-Up,communication,0.004810035881176217
